epoca,treino_loss,treino_acc,val_loss,val_acc
1,3.1245033030724714,0.422725934648219,1.7942006096742171,0.686084142394822
2,1.4788225114363096,0.6882543420665292,1.641465258701205,0.7335490830636462
3,1.1091539704662792,0.7615543126287901,1.760930236232062,0.6763754045307443
4,0.92868611796449,0.7906976744186046,2.3719275648411293,0.48220064724919093
5,0.7961374975879086,0.8121872240211951,0.7132175075454876,0.8511326860841424
6,0.8106919359837976,0.8015896379158081,0.8661909887834403,0.8263214670981661
7,0.7770093301130738,0.7968795996467471,0.7543734000853093,0.8403451995685005
8,0.7383236598013989,0.8115984692375625,0.7073955108304111,0.8392664509169363
9,0.7402678549482712,0.8092434501030321,0.7581842359730083,0.8327939590075513
10,0.6686974338197975,0.8283779805710921,0.6891313042198313,0.8511326860841424
11,0.6724108058914283,0.8174860170738887,0.9206571966056042,0.785329018338727
12,0.6580307824772388,0.8310273770974389,0.6288109136887996,0.8478964401294499
13,0.6826489693738799,0.8183691492493377,0.6839831139020293,0.8349514563106796
14,0.696674383911344,0.8121872240211951,0.726285813502895,0.8230852211434736
15,0.6232631555595292,0.8251398292611127,0.7512548544646082,0.8176914778856527
16,0.6320668509822752,0.8286723579629085,1.3006869685688451,0.6893203883495146
17,0.640803858887844,0.8254342066529291,0.6649672226998412,0.8327939590075513
