epoca,treino_loss,treino_acc,val_loss,val_acc
1,4.706632616522033,0.11127465410656462,4.328194675322104,0.238403451995685
2,3.5974941413684,0.3924050632911392,3.4095843020894896,0.4325782092772384
3,2.920643323584448,0.5660877244627612,2.881784102934721,0.5372168284789643
4,2.4303955471020853,0.6941418899028554,2.546970017390987,0.6127292340884574
5,2.053225307419681,0.7912864292022372,2.33940640339445,0.6526429341963322
6,1.7253941297882054,0.8707683249926406,2.0452567396812067,0.7357065803667745
7,1.4583876267018514,0.9202237268177804,1.8700605706746782,0.7810140237324703
8,1.2371839964638958,0.9570209007948189,1.7136305333984194,0.8112189859762675
9,1.0342109204742325,0.9796879599646747,1.6316164967311624,0.837108953613808
10,0.8824001630509921,0.9894024138946129,1.495175602623817,0.8586839266450917
11,0.7494299920264292,0.9941124521636738,1.3902375966857037,0.866235167206041
12,0.6401782093028444,0.9979393582572859,1.3140981144632464,0.8759439050701187
13,0.5482591757677497,0.9994112452163674,1.2424404070729704,0.8791801510248112
14,0.4701438213328175,0.9994112452163674,1.288472173411998,0.8845738942826321
15,0.4126894396124147,0.9988224904327347,1.1046048865734952,0.9029126213592233
16,0.35614103410466474,0.9997056226081837,1.0865944872139084,0.9083063646170443
17,0.3144733900528358,0.9997056226081837,1.0268983426860492,0.9104638619201726
18,0.28013006857222655,0.9997056226081837,0.9894567901648365,0.9158576051779935
19,0.24513128234036782,1.0,0.9469771412198211,0.9147788565264293
20,0.22187430847382456,1.0,0.927062096397725,0.9169363538295577
21,0.19940742142312065,1.0,0.8974694107471289,0.919093851132686
22,0.18232711503917692,1.0,0.8405804329962664,0.9234088457389428
23,0.1640371310209084,1.0,0.846927118532866,0.9212513484358145
24,0.15483849214251194,1.0,0.7784911198652035,0.924487594390507
25,0.13741739279809054,1.0,0.7949613157856683,0.918015102481122
26,0.1252873474652535,1.0,0.7828914352090871,0.919093851132686
27,0.12048148943951877,1.0,0.7301834816557176,0.924487594390507
28,0.10821740587634271,1.0,0.7212280403448926,0.9341963322545846
29,0.10016972341536072,1.0,0.6992829706933763,0.9288025889967637
30,0.0970119824558979,0.9997056226081837,0.6986798979060678,0.9331175836030206
31,0.08572356987603102,1.0,0.6697384726653979,0.9309600862998921
32,0.08011857695463022,1.0,0.6508125240362964,0.9266450916936354
33,0.07385293050201142,1.0,0.647450180501228,0.9288025889967637
34,0.0688777523976689,1.0,0.6169847911615588,0.9288025889967637
35,0.06646019319927197,1.0,0.6263680049130832,0.9309600862998921
36,0.060940418439575386,1.0,0.6131364152783844,0.9320388349514563
37,0.0566038728234064,1.0,0.6175391567306354,0.9341963322545846
38,0.054136001856705356,1.0,0.5932609169485756,0.9320388349514563
39,0.0508989629620554,1.0,0.5676717483945907,0.9363538295577131
40,0.05010116904807294,1.0,0.5592276579032309,0.9309600862998921
41,0.045151601337425,1.0,0.5528183539579858,0.9385113268608414
42,0.04495634271935712,1.0,0.5567373838175205,0.9374325782092773
43,0.04088764219449694,1.0,0.5447980888517415,0.9341963322545846
44,0.04046001850523456,1.0,0.532930597325359,0.9374325782092773
45,0.03712424924523121,1.0,0.5426245624643571,0.9341963322545846
46,0.03534063488060775,1.0,0.5068696958154536,0.9374325782092773
47,0.0326896967113562,0.9997056226081837,0.49639577551181263,0.9385113268608414
48,0.030135404161751395,1.0,0.5012804137657375,0.941747572815534
49,0.0292782662526839,0.9997056226081837,0.4997612616969544,0.9363538295577131
50,0.038248299466693336,0.9988224904327347,0.5172634627248092,0.9341963322545846
