epoca,treino_loss,treino_acc,val_loss,val_acc
1,5.320124862933981,0.1706896551724138,4.799881625973159,0.26022304832713755
2,4.309138613733752,0.36961206896551724,4.24743509505318,0.38513011152416354
3,3.7188309817478573,0.49181034482758623,3.8337561415916923,0.46319702602230484
4,3.2550923380358467,0.5892241379310345,3.525058646361624,0.5189591078066914
5,2.85902723115066,0.6724137931034483,3.2596147905938246,0.5628252788104089
6,2.532290056656147,0.7452586206896552,3.05912601797111,0.5895910780669145
7,2.2488418291355003,0.8010775862068965,2.901468898106685,0.6200743494423792
8,2.002141964024511,0.8517241379310345,2.7674380298883943,0.6386617100371748
9,1.7934068359177688,0.9010775862068966,2.6566359183159016,0.6698884758364312
10,1.6091525003827851,0.9217672413793103,2.542238441453104,0.6773234200743494
11,1.4520915101314413,0.9523706896551725,2.4644691073761553,0.6929368029739778
12,1.305175074215593,0.9599137931034483,2.3978902338162675,0.7092936802973978
13,1.1830976358775436,0.9719827586206896,2.3102199196372335,0.7197026022304833
14,1.0669755364286488,0.9825431034482759,2.236670019369586,0.7338289962825278
15,0.9596924855791289,0.9877155172413793,2.181386401662153,0.7412639405204461
16,0.8707897979637672,0.993103448275862,2.1347507806515607,0.7472118959107806
17,0.7876046729498896,0.9952586206896552,2.063861978452888,0.7591078066914498
18,0.71763596534729,0.9963362068965518,1.9803157863120606,0.7672862453531598
19,0.648661372373844,0.9982758620689656,1.936153817797239,0.7687732342007435
20,0.5861783952548586,0.9989224137931034,1.9175848212827094,0.7724907063197026
21,0.5354876261332939,0.9995689655172414,1.8743774424698274,0.7769516728624535
22,0.484840877508295,0.9997844827586206,1.8204801357368554,0.7925650557620818
23,0.441754839132572,0.9995689655172414,1.7771334449597893,0.79182156133829
24,0.3990041524171829,1.0,1.776236199800853,0.7947955390334572
25,0.36734841394013373,1.0,1.7492120351046878,0.8
26,0.3338743454423444,0.9997844827586206,1.7130733385405132,0.8007434944237918
27,0.306921491129645,1.0,1.6227466710881229,0.8059479553903346
28,0.2795137397174178,1.0,1.6246717414005096,0.8096654275092937
29,0.25764595819958325,1.0,1.5929244591844127,0.8111524163568773
30,0.23465218163769822,1.0,1.5858683095102417,0.8178438661710037
31,0.21792600776614815,1.0,1.5438720497500054,0.8133828996282528
32,0.2005796815814643,1.0,1.5273283470962127,0.817100371747212
33,0.1858503328828976,1.0,1.5273183162327593,0.817100371747212
34,0.17021006096539826,1.0,1.503080276574344,0.817100371747212
35,0.1602205714275097,1.0,1.4675499391378524,0.8252788104089219
36,0.14724070810038467,1.0,1.4399264792970565,0.8245353159851301
37,0.13795906271913955,1.0,1.414845310711063,0.8223048327137547
38,0.12831268755012545,1.0,1.4047153990508012,0.8319702602230483
39,0.11840595644095848,1.0,1.3760506803661474,0.828996282527881
40,0.11082113508520455,1.0,1.3541963894127913,0.8327137546468402
41,0.10398572606259379,1.0,1.3507410723480593,0.8327137546468402
42,0.09639458278643674,1.0,1.3472476086651968,0.8342007434944237
43,0.09094924800868692,1.0,1.3298499064374592,0.8342007434944237
44,0.08397180846539037,1.0,1.3021368092763823,0.8394052044609666
45,0.07935428484503565,1.0,1.290263386198136,0.8401486988847584
46,0.07369637870197666,1.0,1.2702569429316042,0.8431226765799257
47,0.06941371630748798,1.0,1.2693268958077555,0.8453531598513011
48,0.06439526445906738,1.0,1.2424965428153822,0.8438661710037175
49,0.061688245935686704,1.0,1.2326971743408188,0.8431226765799257
50,0.05787999600428959,1.0,1.177941102343421,0.8513011152416357
