imagem,real,pred,confidence,correta,olhos,nariz,boca,fundo
data_recortado/dataset_5_recortado/val\Abdullah_Gul\Abdullah_Gul_0001.jpg,Abdullah_Gul,Abdullah_Gul,0.9570345878601074,1,14.408020080016804,6.774754212041321,15.44938577881875,63.36783992912312
data_recortado/dataset_5_recortado/val\Abdullah_Gul\Abdullah_Gul_0004.jpg,Abdullah_Gul,Abdullah_Gul,0.9206461310386658,1,17.159436234223374,7.815647551681809,9.80295174566577,65.22196446842905
data_recortado/dataset_5_recortado/val\Abdullah_Gul\Abdullah_Gul_0008.jpg,Abdullah_Gul,Abdullah_Gul,0.9804603457450867,1,16.54666397709933,6.416745857698127,12.761829884602676,64.27476028059986
data_recortado/dataset_5_recortado/val\Abdullah_Gul\Abdullah_Gul_0009.jpg,Abdullah_Gul,Abdullah_Gul,0.9525909423828125,1,15.535651571960967,7.392397501608006,13.853734459006432,63.2182164674246
data_recortado/dataset_5_recortado/val\Adrien_Brody\Adrien_Brody_0001.jpg,Adrien_Brody,Adrien_Brody,0.9956647753715515,1,14.796263350771804,12.27324725597904,14.751589840657983,58.17889955259117
data_recortado/dataset_5_recortado/val\Adrien_Brody\Adrien_Brody_0002.jpg,Adrien_Brody,Adrien_Brody,0.9955620765686035,1,12.21633925784455,12.329939071641455,19.278729379444208,56.174992291069785
data_recortado/dataset_5_recortado/val\Adrien_Brody\Adrien_Brody_0011.jpg,Adrien_Brody,Adrien_Brody,0.9967893958091736,1,15.231474394440653,11.881763863119719,15.914928178965495,56.971833563474135
data_recortado/dataset_5_recortado/val\Ahmed_Chalabi\Ahmed_Chalabi_0001.jpg,Ahmed_Chalabi,Ahmed_Chalabi,0.9029844403266907,1,14.790480355529418,16.286001089938967,16.256026630923774,52.66749192360784
data_recortado/dataset_5_recortado/val\Ai_Sugiyama\Ai_Sugiyama_0001.jpg,Ai_Sugiyama,Ai_Sugiyama,0.9982340335845947,1,17.39953307076839,14.138541245888028,11.649676768282383,56.8122489150612
data_recortado/dataset_5_recortado/val\Al_Gore\Al_Gore_0001.jpg,Al_Gore,Al_Gore,0.8418216705322266,1,20.016890862264486,18.492747216622117,13.860765711989881,47.62959620912352
